22:43:37.923 > Gyroscope sample rate = 104.00 Hz
22:43:37.959 > Accelerometer sample rate = 104.00 Hz
22:43:37.998 > 
22:43:37.999 > Idx   Gyroscope in degrees/second  Acceleration in g/second 
22:43:38.063 > 		X	Y	Z		X	Y	Z
22:43:38.078 > 1	-0.31	0.00	-0.12	0.01	-0.03	1.00
22:43:38.115 > 2	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:38.151 > 3	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:38.188 > 4	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:38.224 > 5	-0.31	0.00	-0.12	-0.00	-0.03	1.00
22:43:38.262 > 6	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:38.298 > 7	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:38.334 > 8	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:38.371 > 9	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:38.407 > 10	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:38.445 > 11	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:38.482 > 12	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:38.520 > 13	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:38.557 > 14	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:38.595 > 15	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:38.632 > 16	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:38.670 > 17	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:38.707 > 18	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:38.744 > 19	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:38.782 > 20	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:38.819 > 21	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:38.857 > 22	-0.24	0.06	-0.06	0.00	-0.03	1.00
22:43:38.894 > 23	-0.24	0.06	-0.18	0.00	-0.03	1.00
22:43:38.932 > 24	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:38.969 > 25	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:39.007 > 26	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:39.044 > 27	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:39.082 > 28	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:39.119 > 29	-0.24	0.00	-0.12	-0.00	-0.03	1.00
22:43:39.158 > 30	-0.18	0.00	-0.12	0.00	-0.03	1.00
22:43:39.195 > 31	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:39.233 > 32	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:39.270 > 33	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:39.308 > 34	-0.24	0.00	-0.18	0.00	-0.03	1.00
22:43:39.345 > 35	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:39.382 > 36	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:39.420 > 37	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:39.457 > 38	-0.24	0.00	-0.06	0.00	-0.03	1.00
22:43:39.495 > 39	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:39.532 > 40	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:39.570 > 41	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:39.607 > 42	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:39.645 > 43	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:39.682 > 44	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:39.720 > 45	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:39.757 > 46	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:39.795 > 47	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:39.832 > 48	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:39.870 > 49	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:39.907 > 50	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:39.945 > 51	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:39.982 > 52	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.019 > 53	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:40.057 > 54	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:40.094 > 55	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:40.132 > 56	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:40.169 > 57	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:40.207 > 58	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.244 > 59	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:40.282 > 60	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.319 > 61	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:40.357 > 62	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.394 > 63	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.432 > 64	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.469 > 65	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:40.506 > 66	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.544 > 67	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:40.581 > 68	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:40.619 > 69	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:40.656 > 70	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:40.694 > 71	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.731 > 72	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.769 > 73	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:40.806 > 74	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.844 > 75	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:40.881 > 76	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:40.919 > 77	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:40.956 > 78	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:40.994 > 79	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:41.031 > 80	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:41.069 > 81	-0.24	0.00	-0.12	-0.00	-0.03	1.00
22:43:41.107 > 82	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:41.144 > 83	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:41.182 > 84	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:41.219 > 85	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:41.257 > 86	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:41.294 > 87	-0.24	0.06	-0.12	0.01	-0.03	1.00
22:43:41.332 > 88	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:41.369 > 89	-0.31	0.00	-0.06	0.00	-0.03	1.00
22:43:41.407 > 90	-0.24	0.06	-0.12	-0.00	-0.03	1.00
22:43:41.445 > 91	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:41.483 > 92	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:41.520 > 93	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:43:41.558 > 94	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:41.595 > 95	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:41.633 > 96	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:41.670 > 97	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:43:41.708 > 98	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:43:41.745 > 99	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:43:41.782 > 100	-0.24	0.06	-0.12	0.00	-0.03	1.00
