22:46:12.552 > Gyroscope sample rate = 104.00 Hz
22:46:12.588 > Accelerometer sample rate = 104.00 Hz
22:46:12.627 > 
22:46:12.628 > Idx   Gyroscope in degrees/second  Acceleration in g/second 
22:46:12.692 > 		X	Y	Z		X	Y	Z
22:46:12.707 > 1	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:12.744 > 2	-0.24	0.00	-0.18	0.00	-0.03	1.00
22:46:12.780 > 3	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:12.817 > 4	-0.24	0.00	-0.12	-0.00	-0.03	1.00
22:46:12.854 > 5	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:12.891 > 6	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:12.927 > 7	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:12.963 > 8	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:13.000 > 9	-0.24	0.00	-0.18	0.00	-0.03	1.00
22:46:13.036 > 10	-0.31	0.00	-0.12	-0.00	-0.03	1.00
22:46:13.075 > 11	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:13.112 > 12	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:13.150 > 13	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:13.187 > 14	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:13.224 > 15	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:13.262 > 16	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:13.299 > 17	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:13.337 > 18	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:13.374 > 19	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:13.412 > 20	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:13.449 > 21	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:13.487 > 22	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:13.524 > 23	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:13.562 > 24	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:13.599 > 25	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:13.637 > 26	-0.18	0.06	-0.12	0.00	-0.03	1.00
22:46:13.674 > 27	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:13.711 > 28	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:13.749 > 29	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:13.786 > 30	-0.31	0.00	-0.06	0.00	-0.03	1.00
22:46:13.824 > 31	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:13.861 > 32	-0.24	0.00	-0.18	0.00	-0.03	1.00
22:46:13.899 > 33	-0.24	0.00	-0.12	0.01	-0.03	1.00
22:46:13.936 > 34	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:13.974 > 35	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.011 > 36	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.049 > 37	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:14.086 > 38	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.123 > 39	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:14.161 > 40	-0.31	0.06	-0.12	-0.00	-0.03	1.00
22:46:14.199 > 41	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:14.237 > 42	-0.18	0.06	-0.12	0.00	-0.03	1.00
22:46:14.274 > 43	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:14.312 > 44	-0.24	0.00	-0.12	-0.00	-0.03	1.00
22:46:14.350 > 45	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:14.388 > 46	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.425 > 47	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.462 > 48	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:14.500 > 49	-0.31	0.06	-0.18	0.00	-0.03	1.00
22:46:14.537 > 50	-0.24	0.06	-0.12	-0.00	-0.03	1.00
22:46:14.576 > 51	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.613 > 52	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.651 > 53	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.688 > 54	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:14.726 > 55	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:14.763 > 56	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.800 > 57	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.838 > 58	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.875 > 59	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:14.913 > 60	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:14.950 > 61	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:14.988 > 62	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:15.025 > 63	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:15.063 > 64	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:15.100 > 65	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:15.138 > 66	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:15.175 > 67	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:15.212 > 68	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:15.250 > 69	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:15.287 > 70	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:15.325 > 71	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:15.362 > 72	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:15.400 > 73	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:15.437 > 74	-0.31	0.06	-0.18	0.00	-0.03	1.00
22:46:15.475 > 75	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:15.512 > 76	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:15.549 > 77	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:15.587 > 78	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:15.624 > 79	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:15.662 > 80	-0.24	-0.06	-0.18	0.00	-0.03	1.00
22:46:15.700 > 81	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:15.738 > 82	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:15.775 > 83	-0.24	0.06	-0.12	-0.00	-0.03	1.00
22:46:15.814 > 84	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:15.851 > 85	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:15.889 > 86	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:15.926 > 87	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:15.964 > 88	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:16.001 > 89	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:16.039 > 90	-0.24	0.06	-0.12	-0.00	-0.03	1.00
22:46:16.077 > 91	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:16.114 > 92	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:16.152 > 93	-0.24	0.00	-0.12	-0.00	-0.03	1.00
22:46:16.190 > 94	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:16.228 > 95	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:16.265 > 96	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:16.303 > 97	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:16.340 > 98	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:16.378 > 99	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:16.415 > 100	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:16.453 > 100 rounds over
22:46:16.470 > 1	-0.24	-0.06	-0.12	0.00	-0.03	1.00
22:46:16.508 > 2	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:16.544 > 3	-0.31	0.00	-0.12	-0.00	-0.03	1.00
22:46:16.582 > 4	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:16.618 > 5	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:16.654 > 6	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:16.691 > 7	-0.31	0.00	-0.12	-0.00	-0.03	1.00
22:46:16.728 > 8	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:16.765 > 9	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:16.801 > 10	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:16.838 > 11	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:16.876 > 12	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:16.913 > 13	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:16.951 > 14	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:16.988 > 15	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:17.026 > 16	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:17.063 > 17	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:17.101 > 18	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:17.138 > 19	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:17.175 > 20	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:17.213 > 21	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:17.250 > 22	-0.31	0.06	-0.12	-0.00	-0.03	1.00
22:46:17.289 > 23	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:17.326 > 24	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:17.364 > 25	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:17.401 > 26	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:17.439 > 27	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:17.476 > 28	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:17.513 > 29	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:17.551 > 30	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:17.588 > 31	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:17.626 > 32	-0.24	0.00	-0.12	-0.00	-0.03	1.00
22:46:17.665 > 33	-0.24	0.06	-0.18	0.00	-0.03	1.00
22:46:17.702 > 34	-0.24	0.06	-0.12	-0.00	-0.03	1.00
22:46:17.740 > 35	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:17.778 > 36	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:17.815 > 37	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:17.862 > 38	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:17.890 > 39	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:17.928 > 40	-0.24	0.00	-0.12	-0.00	-0.03	1.00
22:46:17.966 > 41	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:18.004 > 42	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:18.041 > 43	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:18.078 > 44	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:18.116 > 45	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:18.153 > 46	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:18.191 > 47	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:18.228 > 48	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:18.266 > 49	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:18.303 > 50	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:18.341 > 51	-0.24	0.00	-0.18	-0.00	-0.03	1.00
22:46:18.379 > 52	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:18.417 > 53	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:18.454 > 54	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:18.491 > 55	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:18.529 > 56	-0.24	0.00	-0.12	0.00	-0.03	1.00
22:46:18.566 > 57	-0.31	0.06	-0.12	0.00	-0.03	1.00
22:46:18.604 > 58	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:18.641 > 59	-0.24	0.06	-0.12	0.00	-0.03	1.00
22:46:18.679 > 60	-0.31	0.00	-0.12	0.00	-0.03	1.00
22:46:18.716 > 61	-0.24	0.06	-0.12	0.00	-0.03	1.00
